"marked","head_id","tail_id","id","head","tail","relation"
"<tail>林冲</tail>见<head>智深</head>醉了，便道： “师兄说得是；林冲一时被众劝了，权且饶他。”","id_20","id_12",2251.0,"鲁智深","林冲","sworn"
"林冲见<head>智深</head>醉了，便道： “师兄说得是；<tail>林冲</tail>一时被众劝了，权且饶他。”","id_20","id_12",2251.0,"鲁智深","林冲","friend"
"林冲见<head>智深</head>醉了，便道： “师兄说得是；<tail>林冲</tail>一时被众劝了，权且饶他。”","id_20","id_12",2251.0,"鲁智深","林冲","sworn"
"林冲见<tail>智深</tail>醉了，便道： “师兄说得是；<head>林冲</head>一时被众劝了，权且饶他。”","id_12","id_20",2251.0,"林冲","鲁智深","friend"
"林冲见<tail>智深</tail>醉了，便道： “师兄说得是；<head>林冲</head>一时被众劝了，权且饶他。”","id_12","id_20",2251.0,"林冲","鲁智深","sworn"
"第四日饭时候，<head>鲁智深</head>径寻到<tail>林冲</tail>家相探，问道：“教头如何连日不见面？”","id_20","id_12",2344.0,"鲁智深","林冲","friend"
"第四日饭时候，<head>鲁智深</head>径寻到<tail>林冲</tail>家相探，问道：“教头如何连日不见面？”","id_20","id_12",2344.0,"鲁智深","林冲","sworn"
"第四日饭时候，<tail>鲁智深</tail>径寻到<head>林冲</head>家相探，问道：“教头如何连日不见面？”","id_12","id_20",2344.0,"林冲","鲁智深","friend"
"第四日饭时候，<tail>鲁智深</tail>径寻到<head>林冲</head>家相探，问道：“教头如何连日不见面？”","id_12","id_20",2344.0,"林冲","鲁智深","sworn"
"再说<head>林冲</head>每日和<tail>智深</tail>吃酒，把这件事不记心了。","id_12","id_20",2374.0,"林冲","鲁智深","friend"
"再说<head>林冲</head>每日和<tail>智深</tail>吃酒，把这件事不记心了。","id_12","id_20",2374.0,"林冲","鲁智深","sworn"
"再说<tail>林冲</tail>每日和<head>智深</head>吃酒，把这件事不记心了。","id_20","id_12",2374.0,"鲁智深","林冲","friend"
"再说<tail>林冲</tail>每日和<head>智深</head>吃酒，把这件事不记心了。","id_20","id_12",2374.0,"鲁智深","林冲","sworn"
"<head>林冲</head>也不理会，只顾和<tail>智深</tail>说着话走。","id_12","id_20",2376.0,"林冲","鲁智深","friend"
"<head>林冲</head>也不理会，只顾和<tail>智深</tail>说着话走。","id_12","id_20",2376.0,"林冲","鲁智深","sworn"
"<tail>林冲</tail>也不理会，只顾和<head>智深</head>说着话走。","id_20","id_12",2376.0,"鲁智深","林冲","friend"
"<tail>林冲</tail>也不理会，只顾和<head>智深</head>说着话走。","id_20","id_12",2376.0,"鲁智深","林冲","sworn"
"<head>林冲</head>只顾和<tail>智深</tail>走着，说得入港。","id_12","id_20",2379.0,"林冲","鲁智深","friend"
"<head>林冲</head>只顾和<tail>智深</tail>走着，说得入港。","id_12","id_20",2379.0,"林冲","鲁智深","sworn"
"<tail>林冲</tail>只顾和<head>智深</head>走着，说得入港。","id_20","id_12",2379.0,"鲁智深","林冲","friend"
"<tail>林冲</tail>只顾和<head>智深</head>走着，说得入港。","id_20","id_12",2379.0,"鲁智深","林冲","sworn"
"<head>林冲</head>接在手内，同<tail>智深</tail>看了，吃了一惊，失口道：“好刀！","id_12","id_20",2385.0,"林冲","鲁智深","friend"
"<head>林冲</head>接在手内，同<tail>智深</tail>看了，吃了一惊，失口道：“好刀！","id_12","id_20",2385.0,"林冲","鲁智深","sworn"
"<tail>林冲</tail>接在手内，同<head>智深</head>看了，吃了一惊，失口道：“好刀！","id_20","id_12",2385.0,"鲁智深","林冲","friend"
"<tail>林冲</tail>接在手内，同<head>智深</head>看了，吃了一惊，失口道：“好刀！","id_20","id_12",2385.0,"鲁智深","林冲","sworn"
"<head>林冲</head>别了<tail>智深</tail>，自引了卖刀的那汉去家中将银子折算价贯准，还与他，就问那汉道：“你这口刀那里得来？”","id_12","id_20",2397.0,"林冲","鲁智深","friend"
"<head>林冲</head>别了<tail>智深</tail>，自引了卖刀的那汉去家中将银子折算价贯准，还与他，就问那汉道：“你这口刀那里得来？”","id_12","id_20",2397.0,"林冲","鲁智深","sworn"
"<tail>林冲</tail>别了<head>智深</head>，自引了卖刀的那汉去家中将银子折算价贯准，还与他，就问那汉道：“你这口刀那里得来？”","id_20","id_12",2397.0,"鲁智深","林冲","friend"
"<tail>林冲</tail>别了<head>智深</head>，自引了卖刀的那汉去家中将银子折算价贯准，还与他，就问那汉道：“你这口刀那里得来？”","id_20","id_12",2397.0,"鲁智深","林冲","sworn"
"<head>林冲</head>方才闪开眼看时，认得是<tail>鲁智深</tail>。","id_12","id_20",2675.0,"林冲","鲁智深","friend"
"<head>林冲</head>方才闪开眼看时，认得是<tail>鲁智深</tail>。","id_12","id_20",2675.0,"林冲","鲁智深","sworn"
"<tail>林冲</tail>方才闪开眼看时，认得是<head>鲁智深</head>。","id_20","id_12",2675.0,"鲁智深","林冲","friend"
"<tail>林冲</tail>方才闪开眼看时，认得是<head>鲁智深</head>。","id_20","id_12",2675.0,"鲁智深","林冲","sworn"
"<head>鲁智深</head>扯出戒刀，把索子都割断了，便扶起<tail>林冲</tail>叫：“兄弟，俺自从和你买那相别之后，酒家忧得你苦。","id_20","id_12",2684.0,"鲁智深","林冲","friend"
"<head>鲁智深</head>扯出戒刀，把索子都割断了，便扶起<tail>林冲</tail>叫：“兄弟，俺自从和你买那相别之后，酒家忧得你苦。","id_20","id_12",2684.0,"鲁智深","林冲","sworn"
"<tail>鲁智深</tail>扯出戒刀，把索子都割断了，便扶起<head>林冲</head>叫：“兄弟，俺自从和你买那相别之后，酒家忧得你苦。","id_12","id_20",2684.0,"林冲","鲁智深","friend"
"<tail>鲁智深</tail>扯出戒刀，把索子都割断了，便扶起<head>林冲</head>叫：“兄弟，俺自从和你买那相别之后，酒家忧得你苦。","id_12","id_20",2684.0,"林冲","鲁智深","sworn"
"<head>鲁智深</head>一路买酒买肉将息<tail>林冲</tail>。","id_20","id_12",2724.0,"鲁智深","林冲","friend"
"<head>鲁智深</head>一路买酒买肉将息<tail>林冲</tail>。","id_20","id_12",2724.0,"鲁智深","林冲","sworn"
"<tail>鲁智深</tail>一路买酒买肉将息<head>林冲</head>。","id_12","id_20",2724.0,"林冲","鲁智深","friend"
"<tail>鲁智深</tail>一路买酒买肉将息<head>林冲</head>。","id_12","id_20",2724.0,"林冲","鲁智深","sworn"
"<head>智深</head>对<tail>林冲</tail>道：“兄弟，此去沧州不远了，前路都有人家，别无僻静去处，酒家已打听实了。","id_20","id_12",2738.0,"鲁智深","林冲","friend"
"<head>智深</head>对<tail>林冲</tail>道：“兄弟，此去沧州不远了，前路都有人家，别无僻静去处，酒家已打听实了。","id_20","id_12",2738.0,"鲁智深","林冲","sworn"
"<tail>智深</tail>对<head>林冲</head>道：“兄弟，此去沧州不远了，前路都有人家，别无僻静去处，酒家已打听实了。","id_12","id_20",2738.0,"林冲","鲁智深","friend"
"<tail>智深</tail>对<head>林冲</head>道：“兄弟，此去沧州不远了，前路都有人家，别无僻静去处，酒家已打听实了。","id_12","id_20",2738.0,"林冲","鲁智深","sworn"
"<head>鲁智深</head>又取出一二十两银子与<tail>林冲</tail>；把三二两与两个公人，道：“你两个撮鸟，本是路上砍了你两个头，兄弟面上，饶你两个鸟命。","id_20","id_12",2743.0,"鲁智深","林冲","friend"
"<head>鲁智深</head>又取出一二十两银子与<tail>林冲</tail>；把三二两与两个公人，道：“你两个撮鸟，本是路上砍了你两个头，兄弟面上，饶你两个鸟命。","id_20","id_12",2743.0,"鲁智深","林冲","sworn"
"<tail>鲁智深</tail>又取出一二十两银子与<head>林冲</head>；把三二两与两个公人，道：“你两个撮鸟，本是路上砍了你两个头，兄弟面上，饶你两个鸟命。","id_12","id_20",2743.0,"林冲","鲁智深","friend"
"<tail>鲁智深</tail>又取出一二十两银子与<head>林冲</head>；把三二两与两个公人，道：“你两个撮鸟，本是路上砍了你两个头，兄弟面上，饶你两个鸟命。","id_12","id_20",2743.0,"林冲","鲁智深","sworn"
"<head>柴进</head>再三谦让，<tail>林冲</tail>坐了客席。","id_17","id_12",2807.0,"柴进","林冲","grace"
"<tail>林冲</tail>谢了<head>柴进</head>，饮酒罢。","id_17","id_12",2821.0,"柴进","林冲","grace"
"<head>柴进</head>当下坐了主席，<tail>林冲</tail>坐了客席，两个公人在林冲肩下，叙说 z⒐陧A江湖上的勾当。","id_17","id_12",2825.0,"柴进","林冲","grace"
"<head>柴进</head>当下坐了主席，林冲坐了客席，两个公人在<tail>林冲</tail>肩下，叙说 z⒐陧A江湖上的勾当。","id_17","id_12",2825.0,"柴进","林冲","grace"
"<head>柴进</head>指着<tail>林冲</tail>对洪教头道：“这位便东京八十万禁军枪棒教头林武师林冲的便是，就请相见。”","id_17","id_12",2836.0,"柴进","林冲","grace"
"<head>柴进</head>指着林冲对洪教头道：“这位便东京八十万禁军枪棒教头林武师<tail>林冲</tail>的便是，就请相见。”","id_17","id_12",2836.0,"柴进","林冲","grace"
"<head>柴进</head>一来要看<tail>林冲</tail>本事，二者要林冲赢他，灭那厮嘴。","id_17","id_12",2862.0,"柴进","林冲","grace"
"<head>柴进</head>一来要看林冲本事，二者要<tail>林冲</tail>赢他，灭那厮嘴。","id_17","id_12",2862.0,"柴进","林冲","grace"
"<head>柴进</head>见<tail>林冲</tail>踌躇，便道：“此位洪教头也到此不多时。","id_17","id_12",2867.0,"柴进","林冲","grace"
"<head>柴进</head>说这话，原来只怕<tail>林冲</tail>碍柴进的面皮，不肯使出本事来。","id_17","id_12",2871.0,"柴进","林冲","grace"
"柴进说这话，原来只怕<tail>林冲</tail>碍<head>柴进</head>的面皮，不肯使出本事来。","id_17","id_12",2871.0,"柴进","林冲","grace"
"<tail>林冲</tail>见<head>柴进</head>说开就里，方才放心。","id_17","id_12",2872.0,"柴进","林冲","grace"
"<head>柴进</head>对押解两个公人道：“小可大胆，相烦二位下顾，权把<tail>林教头</tail>枷开了。","id_17","id_12",2894.0,"柴进","林冲","grace"
"董超，薛霸，见了<head>柴进</head>人物轩昂，不敢违他；落得做人情，又得了十两银子，亦不怕他走了，薛霸随即把<tail>林冲</tail>护身枷开了。","id_17","id_12",2897.0,"柴进","林冲","grace"
"<head>柴进</head>心中只要<tail>林冲</tail>把出本事来，故意将银子丢在地下。","id_17","id_12",2906.0,"柴进","林冲","grace"
"<head>柴进</head>携住<tail>林冲</tail>的手，再入后堂饮酒，叫将利物来送还教师。","id_17","id_12",2920.0,"柴进","林冲","grace"
"<head>柴进</head>又置席面相待送行；又写两封书，分付<tail>林冲</tail>道：“沧州大尹也与柴进好；牢城管营，差拨，亦与柴进交厚；可将这两封书去下，必然看觑教头。”","id_17","id_12",2922.0,"柴进","林冲","grace"
"柴进又置席面相待送行；又写两封书，分付<tail>林冲</tail>道：“沧州大尹也与<head>柴进</head>好；牢城管营，差拨，亦与柴进交厚；可将这两封书去下，必然看觑教头。”","id_17","id_12",2922.0,"柴进","林冲","grace"
"柴进又置席面相待送行；又写两封书，分付<tail>林冲</tail>道：“沧州大尹也与柴进好；牢城管营，差拨，亦与<head>柴进</head>交厚；可将这两封书去下，必然看觑教头。”","id_17","id_12",2922.0,"柴进","林冲","grace"
"<tail>林冲</tail>依旧带上枷，辞了<head>柴进</head>便行。","id_17","id_12",2925.0,"柴进","林冲","grace"
"<tail>林冲</tail>看时，不是别人，却是<head>小旋风</head>柴进；连忙叫道：“大官人救我！”","id_17","id_12",3250.0,"柴进","林冲","grace"
"<tail>林冲</tail>看时，不是别人，却是小旋风<head>柴进</head>；连忙叫道：“大官人救我！”","id_17","id_12",3250.0,"柴进","林冲","grace"
"自此，<tail>林冲</tail>只在<head>柴进</head>东庄上住了五七日，不在话下。","id_17","id_12",3259.0,"柴进","林冲","grace"
"俟候<head>柴进</head>回庄，<tail>林冲</tail>便说道：“非是大官人不留小弟，争奈官司追捕甚紧，排家搜捉，倘或寻到大官人庄上时，须负累大官人不好。","id_17","id_12",3264.0,"柴进","林冲","grace"
"<head>柴进</head>却备了三二十匹马，带了弓箭旗枪，驾了鹰雕，牵着猎狗，一行人马多打扮了，却把<tail>林冲</tail>杂在里面，一齐上马，都投关外。","id_17","id_12",3282.0,"柴进","林冲","grace"
"<head>柴进</head>笑道：“我这一伙人内，中间y迂a着<tail>林冲</tail>，你缘何不认得？”","id_17","id_12",3288.0,"柴进","林冲","grace"
"<head>柴进</head>叫<tail>林冲</tail>下了马，脱去打猎的衣服，却穿上庄客带来的自己衣裳，系了腰刀，戴上红缨毡笠，背上包里，提了衮刀，相辞柴进，拜别了便行。","id_17","id_12",3295.0,"柴进","林冲","grace"
"柴进叫<tail>林冲</tail>下了马，脱去打猎的衣服，却穿上庄客带来的自己衣裳，系了腰刀，戴上红缨毡笠，背上包里，提了衮刀，相辞<head>柴进</head>，拜别了便行。","id_17","id_12",3295.0,"柴进","林冲","grace"
"梁中书听了，心中想道：“我指望一力要抬举<head>杨志</head>，众将不伏；一发等他赢了<tail>索超</tail>，他们也死而无怨，却无话说。”","id_28","id_30",3768.0,"杨志","索超","advising"
"梁中书随即唤<head>杨志</head>上厅，问道：“你与<tail>索超</tail>比试武艺，如何？”","id_28","id_30",3769.0,"杨志","索超","advising"
"炮响处，<tail>索超</tail>跑马入阵内，藏在门旗下；<head>杨志</head>也从阵前跑马入军中，直到门旗背后，将台上又把黄旗招动，又发了一通擂。","id_28","id_30",3785.0,"杨志","索超","advising"
"<tail>索超</tail>忿怒，轮手中大斧，拍马来战<head>杨志</head>；杨志逞威，捻手中神枪来迎索超。","id_28","id_30",3799.0,"杨志","索超","advising"
"<tail>索超</tail>忿怒，轮手中大斧，拍马来战杨志；<head>杨志</head>逞威，捻手中神枪来迎索超。","id_28","id_30",3799.0,"杨志","索超","advising"
"索超忿怒，轮手中大斧，拍马来战<head>杨志</head>；杨志逞威，捻手中神枪来迎<tail>索超</tail>。","id_28","id_30",3799.0,"杨志","索超","advising"
"索超忿怒，轮手中大斧，拍马来战杨志；<head>杨志</head>逞威，捻手中神枪来迎<tail>索超</tail>。","id_28","id_30",3799.0,"杨志","索超","advising"
"将台上忽的一声锣响，<head>杨志</head>和<tail>索超</tail>斗到是处，各自要争功，那里肯回马。","id_28","id_30",3808.0,"杨志","索超","advising"
"<head>杨志</head>，<tail>索超</tail>，方才收了手中军器，勒坐下马，各跑回本阵来，立马在旗下看那梁中书，只等将令。","id_28","id_30",3810.0,"杨志","索超","advising"
"梁中书大喜，传下将令，唤<head>杨志</head>，<tail>索超</tail>。","id_28","id_30",3812.0,"杨志","索超","advising"
"<tail>索超</tail>，<head>杨志</head>，都拜谢了梁中书，将着赏赐下厅来，解了枪刀弓箭，卸了头盔衣甲，换了衣裳。","id_28","id_30",3817.0,"杨志","索超","advising"
"梁中书叫<tail>索超</tail>，<head>杨志</head>，两个也见了礼，入班做了提辖。","id_28","id_30",3820.0,"杨志","索超","advising"
"那<tail>索超</tail>见了<head>杨志</head>手段高强，心中也自钦伏。","id_28","id_30",3835.0,"杨志","索超","advising"
"弟兄三人∶一个唤做<head>立地太岁</head>阮小二，一个唤做<tail>短命二郎</tail>阮小五，一个唤做活罗阮小七。","id_39","id_42",4140.0,"阮小二","阮小五","elder_brother"
"弟兄三人∶一个唤做<head>立地太岁</head>阮小二，一个唤做短命二郎<tail>阮小五</tail>，一个唤做活罗阮小七。","id_39","id_42",4140.0,"阮小二","阮小五","elder_brother"
"弟兄三人∶一个唤做<head>立地太岁</head>阮小二，一个唤做短命二郎阮小五，一个唤做活罗<tail>阮小七</tail>。","id_39","id_45",4140.0,"阮小二","阮小七","elder_brother"
"弟兄三人∶一个唤做立地太岁<head>阮小二</head>，一个唤做<tail>短命二郎</tail>阮小五，一个唤做活罗阮小七。","id_39","id_42",4140.0,"阮小二","阮小五","elder_brother"
"弟兄三人∶一个唤做立地太岁<head>阮小二</head>，一个唤做短命二郎<tail>阮小五</tail>，一个唤做活罗阮小七。","id_39","id_42",4140.0,"阮小二","阮小五","elder_brother"
"弟兄三人∶一个唤做立地太岁<head>阮小二</head>，一个唤做短命二郎阮小五，一个唤做活罗<tail>阮小七</tail>。","id_39","id_45",4140.0,"阮小二","阮小七","elder_brother"
"弟兄三人∶一个唤做立地太岁阮小二，一个唤做<head>短命二郎</head>阮小五，一个唤做活罗<tail>阮小七</tail>。","id_42","id_45",4140.0,"阮小五","阮小七","elder_brother"
"弟兄三人∶一个唤做立地太岁阮小二，一个唤做短命二郎<head>阮小五</head>，一个唤做活罗<tail>阮小七</tail>。","id_42","id_45",4140.0,"阮小五","阮小七","elder_brother"
"原来阮家兄弟三个，只有<head>阮小二</head>有老小；<tail>阮小五</tail>，阮小七都不曾婚娶。","id_39","id_42",4263.0,"阮小二","阮小五","elder_brother"
"原来阮家兄弟三个，只有<head>阮小二</head>有老小；阮小五，<tail>阮小七</tail>都不曾婚娶。","id_39","id_45",4263.0,"阮小二","阮小七","elder_brother"
"原来阮家兄弟三个，只有阮小二有老小；<head>阮小五</head>，<tail>阮小七</tail>都不曾婚娶。","id_42","id_45",4263.0,"阮小五","阮小七","elder_brother"
"<head>阮小五</head>和<tail>阮小七</tail>把手拍着脖项，道：“这腔热血只要卖与识货的！”","id_42","id_45",4346.0,"阮小五","阮小七","elder_brother"
"<head>曹正</head>道：“制使见得是，小人也听得人传说王伦那厮心地偏窄，安不得人；说我师父<tail>林教头</tail>上山时，受尽他的气。","id_108","id_12",4886.0,"曹正","林冲","apprentice"
"<tail>曹正</tail>道：“制使见得是，小人也听得人传说王伦那厮心地偏窄，安不得人；说我师父<head>林教头</head>上山时，受尽他的气。","id_12","id_108",4886.0,"林冲","曹正","master"
"不想那两个防送公人回来对高俅那厮说道∶“正要在野猪林里结果<head>林冲</head>，却被大相国寺<tail>鲁智深</tail>救了。","id_12","id_20",4931.0,"林冲","鲁智深","friend"
"不想那两个防送公人回来对高俅那厮说道∶“正要在野猪林里结果<head>林冲</head>，却被大相国寺<tail>鲁智深</tail>救了。","id_12","id_20",4931.0,"林冲","鲁智深","sworn"
"不想那两个防送公人回来对高俅那厮说道∶“正要在野猪林里结果<tail>林冲</tail>，却被大相国寺<head>鲁智深</head>救了。","id_20","id_12",4931.0,"鲁智深","林冲","friend"
"不想那两个防送公人回来对高俅那厮说道∶“正要在野猪林里结果<tail>林冲</tail>，却被大相国寺<head>鲁智深</head>救了。","id_20","id_12",4931.0,"鲁智深","林冲","sworn"
"那人夫妻两个亦是江湖上好汉有名的∶都叫他做<head>菜园子</head>张青；甚妻<tail>母夜叉</tail>孙二娘，甚是好义气。","id_130","id_131",4934.0,"张青","孙二娘","husband"
"那人夫妻两个亦是江湖上好汉有名的∶都叫他做<tail>菜园子</tail>张青；甚妻<head>母夜叉</head>孙二娘，甚是好义气。","id_131","id_130",4934.0,"孙二娘","张青","wife"
"那人夫妻两个亦是江湖上好汉有名的∶都叫他做<head>菜园子</head>张青；甚妻母夜叉<tail>孙二娘</tail>，甚是好义气。","id_130","id_131",4934.0,"张青","孙二娘","husband"
"那人夫妻两个亦是江湖上好汉有名的∶都叫他做<tail>菜园子</tail>张青；甚妻母夜叉<head>孙二娘</head>，甚是好义气。","id_131","id_130",4934.0,"孙二娘","张青","wife"
"那人夫妻两个亦是江湖上好汉有名的∶都叫他做菜园子<head>张青</head>；甚妻<tail>母夜叉</tail>孙二娘，甚是好义气。","id_130","id_131",4934.0,"张青","孙二娘","husband"
"那人夫妻两个亦是江湖上好汉有名的∶都叫他做菜园子<tail>张青</tail>；甚妻<head>母夜叉</head>孙二娘，甚是好义气。","id_131","id_130",4934.0,"孙二娘","张青","wife"
"那人夫妻两个亦是江湖上好汉有名的∶都叫他做菜园子<head>张青</head>；甚妻母夜叉<tail>孙二娘</tail>，甚是好义气。","id_130","id_131",4934.0,"张青","孙二娘","husband"
"那人夫妻两个亦是江湖上好汉有名的∶都叫他做菜园子<tail>张青</tail>；甚妻母夜叉<head>孙二娘</head>，甚是好义气。","id_131","id_130",4934.0,"孙二娘","张青","wife"
"晁盖道：“七个人∶三个是<head>阮小二</head>，<tail>阮小五</tail>，阮小七，已得了财，自回石碣村去了；后面有三个在这里，贤弟且见他一面。”","id_39","id_42",5317.0,"阮小二","阮小五","elder_brother"
"晁盖道：“七个人∶三个是<head>阮小二</head>，阮小五，<tail>阮小七</tail>，已得了财，自回石碣村去了；后面有三个在这里，贤弟且见他一面。”","id_39","id_45",5317.0,"阮小二","阮小七","elder_brother"
"晁盖道：“七个人∶三个是阮小二，<head>阮小五</head>，<tail>阮小七</tail>，已得了财，自回石碣村去了；后面有三个在这里，贤弟且见他一面。”","id_42","id_45",5317.0,"阮小五","阮小七","elder_brother"
"白胜抵赖不过，只得供说：“三个姓阮的——一个叫做<head>立地太岁</head>阮小二，一个叫做<tail>短命二郎</tail>阮小五，一个是活阎罗阮小七。","id_39","id_42",5474.0,"阮小二","阮小五","elder_brother"
"白胜抵赖不过，只得供说：“三个姓阮的——一个叫做<head>立地太岁</head>阮小二，一个叫做短命二郎<tail>阮小五</tail>，一个是活阎罗阮小七。","id_39","id_42",5474.0,"阮小二","阮小五","elder_brother"
"白胜抵赖不过，只得供说：“三个姓阮的——一个叫做<head>立地太岁</head>阮小二，一个叫做短命二郎阮小五，一个是<tail>活阎罗</tail>阮小七。","id_39","id_45",5474.0,"阮小二","阮小七","elder_brother"
"白胜抵赖不过，只得供说：“三个姓阮的——一个叫做<head>立地太岁</head>阮小二，一个叫做短命二郎阮小五，一个是活阎罗<tail>阮小七</tail>。","id_39","id_45",5474.0,"阮小二","阮小七","elder_brother"
"白胜抵赖不过，只得供说：“三个姓阮的——一个叫做立地太岁<head>阮小二</head>，一个叫做<tail>短命二郎</tail>阮小五，一个是活阎罗阮小七。","id_39","id_42",5474.0,"阮小二","阮小五","elder_brother"
"白胜抵赖不过，只得供说：“三个姓阮的——一个叫做立地太岁<head>阮小二</head>，一个叫做短命二郎<tail>阮小五</tail>，一个是活阎罗阮小七。","id_39","id_42",5474.0,"阮小二","阮小五","elder_brother"
"白胜抵赖不过，只得供说：“三个姓阮的——一个叫做立地太岁<head>阮小二</head>，一个叫做短命二郎阮小五，一个是<tail>活阎罗</tail>阮小七。","id_39","id_45",5474.0,"阮小二","阮小七","elder_brother"
"白胜抵赖不过，只得供说：“三个姓阮的——一个叫做立地太岁<head>阮小二</head>，一个叫做短命二郎阮小五，一个是活阎罗<tail>阮小七</tail>。","id_39","id_45",5474.0,"阮小二","阮小七","elder_brother"
"白胜抵赖不过，只得供说：“三个姓阮的——一个叫做立地太岁阮小二，一个叫做<head>短命二郎</head>阮小五，一个是<tail>活阎罗</tail>阮小七。","id_42","id_45",5474.0,"阮小五","阮小七","elder_brother"
"白胜抵赖不过，只得供说：“三个姓阮的——一个叫做立地太岁阮小二，一个叫做<head>短命二郎</head>阮小五，一个是活阎罗<tail>阮小七</tail>。","id_42","id_45",5474.0,"阮小五","阮小七","elder_brother"
"白胜抵赖不过，只得供说：“三个姓阮的——一个叫做立地太岁阮小二，一个叫做短命二郎<head>阮小五</head>，一个是<tail>活阎罗</tail>阮小七。","id_42","id_45",5474.0,"阮小五","阮小七","elder_brother"
